time,X_value,Y_value,Z_value
28.9693,-5.87042,-5.90317,5.18275
29.0303,-5.6307,-5.60096,5.7528
29.0919,-5.45789,-5.47655,6.03234
29.1516,-5.48725,-5.0675,6.35458
29.2117,-5.36477,-4.92736,6.56587
29.27,-4.99963,-4.60161,7.07101
29.3311,-4.1912,-4.38715,7.70436
29.3933,-3.37823,-4.0477,8.26886
29.4497,-2.60274,-3.80085,8.65735
29.5111,-1.83474,-3.48508,8.981
29.5715,-1.10146,-3.18544,9.20924
29.6309,-0.42297,-2.90015,9.35845
29.692,0.27982,-2.75835,9.40657
29.7513,0.55407,-2.69791,9.41194
29.8115,0.69808,-2.70579,9.40009
29.87,0.81331,-2.7359,9.3821
29.9315,0.93882,-2.65978,9.39226
29.992,1.02511,-2.64668,9.38694
30.0509,1.10584,-2.55696,9.40263
30.1105,1.09603,-2.57838,9.39793
30.17,1.15025,-2.60887,9.38302
30.2318,1.15699,-2.56122,9.39531
30.2939,1.11048,-2.50775,9.41533
30.3495,1.156,-2.48257,9.41652
30.4127,1.20669,-2.43341,9.42299
30.4715,1.30277,-2.45065,9.40572
30.5306,1.38014,-2.50144,9.38128
30.5907,1.4559,-2.54325,9.35856
30.6518,1.47897,-2.55789,9.35095
30.7115,1.46065,-2.4986,9.36984
30.7714,1.43397,-2.46053,9.38402
30.8309,1.42262,-2.43547,9.39229
30.8923,1.41115,-2.41457,9.39941
30.9513,1.4287,-2.47414,9.38125
31.0115,1.42625,-2.51613,9.37045
31.0705,1.44899,-2.52456,9.36469
31.1314,1.4601,-2.52207,9.36364
31.1928,1.43883,-2.52618,9.36582
31.2499,1.4185,-2.54155,9.36476
31.3105,1.41033,-2.54859,9.36408
31.3699,1.41449,-2.54737,9.36379
31.4321,1.41244,-2.54284,9.36533
31.4925,1.41294,-2.54461,9.36477
31.551,1.42613,-2.53959,9.36413
31.6102,1.43436,-2.52809,9.36599
31.6708,1.43703,-2.532,9.36452
31.7295,1.43522,-2.53693,9.36347
31.7919,1.42698,-2.53392,9.36554
31.8488,1.42406,-2.53343,9.36612
31.9104,1.43453,-2.53978,9.3628
31.9689,1.45585,-2.5472,9.35749
32.031,1.47922,-2.55405,9.35196
32.091,1.48582,-2.56432,9.3481
32.1513,1.46568,-2.57459,9.34846
32.2115,1.44247,-2.56877,9.35367
32.2691,1.43998,-2.55239,9.35853
32.33,1.45927,-2.54606,9.35727
32.3926,1.48015,-2.56907,9.3477
32.4506,1.4851,-2.59643,9.33935
32.5114,1.47173,-2.59434,9.34204
32.5704,1.46017,-2.57879,9.34816
32.6316,1.45432,-2.5729,9.3507
32.6921,1.45763,-2.57618,9.34928
32.7514,1.46764,-2.57972,9.34673
32.809,1.48543,-2.58009,9.34382
32.87,1.49585,-2.58556,9.34065
32.9311,1.49287,-2.59419,9.33873
32.9903,1.48146,-2.59476,9.34039
33.0496,1.4754,-2.58441,9.34422
33.1115,1.479,-2.57692,9.34572
33.1704,1.48004,-2.57562,9.34591
33.2317,1.4774,-2.58206,9.34455
33.2915,1.47939,-2.58585,9.34319
33.3499,1.483,-2.58112,9.34392
33.41,1.48773,-2.58054,9.34333
33.4706,1.48484,-2.58713,9.34197
33.5315,1.4775,-2.58789,9.34292
33.592,1.47766,-2.5838,9.34403
33.6508,1.48301,-2.57619,9.34528
33.7114,1.48749,-2.57623,9.34456
33.7701,1.48851,-2.5769,9.34421
33.8295,1.48372,-2.57757,9.34479
33.8903,1.48275,-2.57296,9.34621
33.9483,1.48714,-2.57049,9.34619
34.0092,1.4808,-2.57728,9.34533
34.0697,1.47686,-2.57863,9.34558
34.1315,1.48266,-2.57579,9.34545
34.1927,1.49272,-2.57574,9.34386
34.2511,1.49678,-2.57536,9.34332
34.3115,1.49159,-2.57526,9.34417
34.37,1.48208,-2.57485,9.3458
34.4315,1.48345,-2.5698,9.34697
34.4916,1.4877,-2.56037,9.34888
34.5497,1.49019,-2.56189,9.34807
34.6094,1.47931,-2.57919,9.34504
34.6684,1.46738,-2.58087,9.34646
34.7306,1.44238,-2.57586,9.35173
34.7924,1.43651,-2.58632,9.34975
34.8497,1.42979,-2.61602,9.34251
34.9108,1.49037,-2.66856,9.31815
34.9693,1.51061,-2.68422,9.31039
35.0297,1.50891,-2.68267,9.31111
35.0891,1.48961,-2.68184,9.31446
35.1492,1.46393,-2.66909,9.32219
35.2087,1.42688,-2.64213,9.33561
35.2702,1.39297,-2.61184,9.34924
35.3307,1.36897,-2.59586,9.35723
35.3913,1.31364,-2.57847,9.36996
35.4503,1.16984,-2.5267,9.40307
35.5111,1.0316,-2.4073,9.45045
35.5693,0.6716,-2.33245,9.50153
35.6318,0.27394,-2.38884,9.5073
35.6919,-0.17619,-2.57667,9.46045
35.7497,-0.69088,-2.86439,9.35352
35.8106,-1.2104,-3.31989,9.14788
35.8707,-1.76932,-3.92663,8.81031
35.9305,-2.42676,-4.52151,8.35686
35.992,-3.09576,-5.09385,7.78712
36.0496,-3.84896,-5.51236,7.13931
36.1112,-4.65301,-5.67832,6.50203
36.1702,-5.28026,-5.88796,5.79837
