time,X_value,Y_value,Z_value
14.7065,0.06704,-0.09098,0.14605
14.7407,0.03352,-0.09338,0.12929
14.7764,0.02634,-0.09338,0.15802
14.8109,0.01915,-0.09338,0.15802
14.8447,0.03591,-0.09817,0.28731
14.8785,0.07901,-0.11971,0.2921
14.9152,-0.01197,-0.14605,0.4166
14.9478,-0.01197,-0.17239,0.56026
14.9804,3.79253,72.96552,-61.9782
15.0167,1.14925,-29.92365,37.08253
15.0505,0.3759,-2.65764,-0.72307
15.0846,0.21548,-2.48765,0.00958
15.1185,0.31844,-0.37351,-9.8285
15.1563,0.56984,5.66725,-1.68318
15.1864,1.29291,4.08703,-0.78053
15.2202,0.27774,1.27375,-0.73265
15.2562,-0.13169,-4.10858,-3.261
15.2883,5.17403,-10.97057,18.45268
15.3249,-0.5028,1.26178,-0.48604
15.3568,2.02795,1.16362,18.87167
15.3962,-0.86194,1.52036,6.6082
15.4246,0.74462,0.41421,9.40471
15.462,0.72786,0.00718,8.52841
15.497,0.96729,2.28893,8.88755
15.5265,-0.63927,-1.1708,13.13978
15.5605,0.45731,0.09817,10.73832
